"fiscal_year","canonical_id","canonical_name","facility_name","facility_city","facility_state","detloc","facility_address","facility_zip","facility_type_detailed","facility_male_female","adp","source","facility_type_wiki","facility_aor","facility_average_length_of_stay_alos","adp_detainee_classification_level_a","adp_detainee_classification_level_b","adp_detainee_classification_level_c","adp_detainee_classification_level_d","adp_criminality_male_crim","adp_criminality_male_non_crim","adp_criminality_female_crim","adp_criminality_female_non_crim","adp_ice_threat_level_1","adp_ice_threat_level_2","adp_ice_threat_level_3","adp_no_ice_threat_level","adp_mandatory","inspections_guaranteed_minimum","inspections_last_inspection_type","inspections_last_inspection_standard","inspections_last_inspection_rating_final","inspections_last_inspection_date","inspections_second_to_last_inspection_type","inspections_second_to_last_inspection_standard","inspections_second_to_last_inspection_rating","inspections_second_to_last_inspection_date","sum_classification_levels","sum_criminality_levels","sum_threat_levels","share_non_crim","share_no_threat","inspections_odo_inspection_end_date","inspections_odo_last_inspection_standard","inspections_odo_final_rating","inspections_last_nakamoto_inspection_standard","inspections_last_nakamoto_inspection_rating_final","inspections_last_nakamoto_inspection_date","inspections_second_to_last_nakamoto_inspection_type","inspections_second_to_last_nakamoto_inspection_standard","inspections_second_to_last_nakamoto_inspection_date","inspections_last_inspection_end_date","inspections_pending_inspection","inspections_last_final_rating"
"FY26",70,"Chippewa County SSM","Chippewa County SSM","Sault Ste. Marie","MI","CHIPPMI","325 Court Street","49783","IGSA","Male",37.8,NA,"Jail/Prison","DET",50,25.5,3.3,6.8,2.2,7.2,30.6,0,0,2.3,3,2.8,29.6,18.8,NA,"ODO","NDS 2019",NA,NA,NA,NA,NA,NA,37.8,37.8,37.7,0.809523809523809,0.785145888594164,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45407",NA,"Pass"
"FY26",71,"Chittenden Regional Correctional Facility","Chittenden Regional Correctional Facility","South Burlington","VT","VTCHTDN","7 Farrell Street","05403","USMS IGA","Female/Male",5.2,NA,"Jail/Prison","BOS",10.3,5,0,0.2,0,0,0,0,5.2,0,0,0,5.2,1.2,NA,"ORSA","ORSA NDS 2019",NA,NA,NA,NA,NA,NA,5.2,5.2,5.2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45394",NA,"Pass"
"FY26",72,"Christian County Jail","Christian County Jail","Hopkinsville","KY","CHRISKY","410 West 7th Street,","42240","USMS IGA","Female/Male",100.8,NA,"Jail/Prison","CHI",30,57.1,9.7,21.6,12.4,19.6,80.6,0.6,0,12.9,8.4,7,72.5,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.8,100.8,100.8,0.799603174603175,0.719246031746032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY26",74,"Cibola County Correctional Center","Cibola County Correctional Center","Milan","NM","CIBOCNM","2000 Cibola Loop","87021","IGSA","Male",231.1,NA,"Jail/Prison","ELP",65.5,148.3,45.7,29,8.1,28.8,202.4,0,0,9.2,8.3,16.7,197,75.1,NA,"ODO","PBNDS 2011 - 2016 Revisions",NA,NA,NA,NA,NA,NA,231.1,231.2,231.2,0.875432525951557,0.852076124567474,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45715",NA,"Pass"
"FY26",76,"Cimmarron Correctional Facility","Cimmarron Correctional Facility","Cushing","OK","OKCIMMC","3700 S. Kings Hwy","74023","USMS IGA","Male",588.4,NA,"Jail/Prison","DAL",40.5,397.4,58.8,80.6,51.6,146.4,442,0,0,68.6,41.2,51.2,427.3,281.1,NA,"PREOCC","NDS 2025",NA,NA,NA,NA,NA,NA,588.4,588.4,588.3,0.75118966689327,0.726330103688594,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45687",NA,"pass"
"FY26",77,"Clark County Jail (Indiana)","Clark County Jail (Indiana)","Jeffersonville","IN","CLARKIN","501 East Court Ave.","47130","USMS IGA","Female/Male",93.9,NA,"Jail/Prison","CHI",46.7,58.8,18.4,10.9,5.8,5.1,21.5,7.9,59.5,9.7,2.7,6.6,74.7,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.9,94,93.7,0.861702127659574,0.797225186766275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY26",79,"Clay County Justice Center","Clay County Justice Center","Brazil","IN","CLAYCIN","611 East Jackson Street","47834","USMS IGA","Female/Male",237.8,NA,"Jail/Prison","CHI",12.7,129,25.7,48.5,34.6,61.7,175.3,0.1,0.8,30.8,18.6,30.4,158.1,104.3,NA,"ODO","NDS 2019",NA,NA,NA,NA,NA,NA,237.8,237.9,237.9,0.740226986128626,0.664564943253468,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45470",NA,"Pass"
"FY26",80,"Clinton County Correctional Facility","Clinton County Correctional Facility","McElhattan","PA","CLINTPA","58 Pine Mountain Rd.","17748","USMS IGA","Female/Male",91.6,NA,"Jail/Prison","PHI",55,23.1,24.7,22.8,21,42,35.4,2.7,11.4,38.4,5.7,3.5,43.9,43.5,NA,"ODO","NDS 2019",NA,NA,NA,NA,NA,NA,91.6,91.5,91.5,0.511475409836065,0.479781420765027,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45673",NA,"Pass"
"FY26",83,"Clinton County Jail","Clinton County Jail","Plattsburgh","NY","CLICONY","25 Mccarthy Drive","12901","USMS IGA","Female/Male",4.1,NA,"Jail/Prison","BUF",2.8,3.9,0.1,0,0.1,0.1,1.8,0,2.2,0.1,0,0,3.9,0.6,NA,"ODO","NDS 2019",NA,NA,NA,NA,NA,NA,4.1,4.1,4,0.975609756097561,0.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45449",NA,"Pass"
"FY26",82,"Clinton County Jail","Clinton County Jail","Frankfort","IN","CLINTIN","301 E Walnut Street","46041","USMS IGA","Female/Male",26.1,NA,"Jail/Prison","CHI",6.1,11.9,4.6,4,5.6,7.7,10.9,2.8,4.7,5.6,4.3,2,14.2,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1,26.1,26.1,0.597701149425287,0.544061302681992,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45449",NA,NA
"FY26",84,"Coastal Bend Detention Facility","Coastal Bend Detention Facility","Robstown","TX","CBENDTX","4909 Fm 2826","78380","USMS IGA","Female/Male",55.8,NA,"Jail/Prison","HLG",5.6,37,8.5,7.4,2.9,7.7,37.8,2.1,8.1,4.2,2.5,5.1,44,40.1,NA,"ODO OASIP","NDS 2019",NA,NA,NA,NA,NA,NA,55.8,55.7,55.8,0.824057450628366,0.788530465949821,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45694",NA,"Pass"
"FY26",86,"Collier County Naples Jail Center","Collier County Naples Jail Center","Naples","FL","COLLIFL","3347 Tamiami Trail E","34112","IGSA","Female/Male",39.4,NA,"Jail/Prison","MIA",4.9,22.5,5.8,7.3,3.8,9,23.1,0.7,6.6,3.9,4.9,8.8,21.7,13.9,NA,"ODO","NDS 2019",NA,NA,NA,NA,NA,NA,39.4,39.4,39.3,0.753807106598985,0.552162849872774,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45631",NA,"Pass"
"FY26",88,"Correctional. Center of Northwest Ohio","Correctional. Center of Northwest Ohio","Stryker","OH","OHNORWE","3151 County Road 2425","43557","USMS IGA","Male",72,NA,"Jail/Prison","DET",38.2,61.6,5.1,3,2.3,4.3,34.4,2.2,31.2,2.3,0.3,5.9,63.5,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,72.1,72,0.909847434119279,0.881944444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scheduled FY26",NA,NA
"FY26",90,"Crow Wing County Jail","Crow Wing County Jail","Brainerd","MN","CROWGMN","313 Laurel St","56401","USMS IGA","Female/Male",22,NA,"Jail/Prison","SPM",9.7,9.6,7,4.4,1,5.5,13.5,0.7,2.4,5.1,1.7,0.4,14.8,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22.1,22,0.719457013574661,0.672727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY26",91,"Cumberland County Jail","Cumberland County Jail","Portland","ME","CUMBEME","50 County Way","04102","USMS IGA","Female/Male",62.1,NA,"Jail/Prison","BOS",65,0.1,0,35.3,26.7,19.4,19.2,4.2,19.3,20.4,5.5,3.1,33.1,30.7,NA,"ODO","NDS 2019",NA,NA,NA,NA,NA,NA,62.1,62.1,62.1,0.619967793880837,0.533011272141707,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45547",NA,"Pass"
"FY26",92,"Dakota County Jail","Dakota County Jail","Dakota City","NE","DAKOTNE","1601 Broadway","68731","USMS IGA","Female/Male",26.9,NA,"Jail/Prison","SPM",24.1,9.1,6.1,9.1,2.6,9.6,12.8,1.9,2.6,5.4,4.1,7.1,10.3,17.7,NA,"ORSA","ORSA NDS 2019",NA,NA,NA,NA,NA,NA,26.9,26.9,26.9,0.572490706319703,0.382899628252788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45633",NA,"Pass"
"FY26",93,"Dallas County Jail - Lew Sterrett Justice Center","Dallas County Jail - Lew Sterrett Justice Center","Dallas","TX","DALCOTX","111 West Commerce Street","75202","USMS IGA","Female/Male",1,NA,"Jail/Prison","DAL",0.8,1,0,0,0,0,1,0,0,0,0,0,1,0,NA,"ODO","NDS 2019",NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45491",NA,"Pass"
"FY26",96,"Daviess County Detention","Daviess County Detention","Owensboro","KY","DVCSDKY","3337 Highway 144","42303","USMS IGA","Female/Male",25.4,NA,"Jail/Prison","CHI",21.7,9.6,3.9,6.2,5.7,6.5,17.8,0,1.1,3,4.9,6.1,11.3,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4,25.4,25.3,0.744094488188976,0.446640316205534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY26",97,"Davis County","Davis County","Farmington","UT","DAVISUT","800 West State Street","84025","IGSA","Female/Male",4.5,NA,"Jail/Prison","SLC",3.2,1.8,2.1,0.4,0.2,1.5,2.7,0,0.3,0.9,0.9,0.9,1.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,4.5,4.5,0.666666666666667,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY26",125,"Delaney Hall Detention Facility","Delaney Hall Detention Facility","Newark","NJ","ESSEXNJ","451 Doremus Avenue","07105","CDF","Female/Male",905,NA,"Private Migrant Detention Center","NEW",18.8,793.9,108.4,2.3,0.4,68.2,778.9,2.4,55.6,5.9,26.2,68,804.9,326.6,700,"ODO","NDS 2019",NA,NA,NA,NA,NA,NA,905,905.1,905,0.921997569329356,0.88939226519337,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45897",NA,"Pass"
"FY26",101,"Denver Contract Detention Facility","Denver Contract Detention Facility","Aurora","CO","DENICDF","3130 Oakland St","80010","CDF","Female/Male",1225.7,NA,"Private Migrant Detention Center","DEN",47.8,535.1,268,274.9,147.7,294.8,822.1,25.9,83,153.1,83.9,117.7,871.1,526.4,600,"ODO","PBNDS 2011 - 2016 Revisions",NA,NA,NA,NA,NA,NA,1225.7,1225.8,1225.8,0.738374938815467,0.710637950726057,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45701",NA,"Pass"
"FY26",103,"Department of Corrections Hagatna","Department of Corrections Hagatna","Hagatna","GU","GUDOCHG","203 Aspinal Ave. Po Box 3236","96910","USMS IGA","Male",16.3,NA,"Jail/Prison","SFR",36.5,1.4,10.2,4.5,0.2,4.3,11.2,0.1,0.7,4.2,0.1,0,11.9,4.3,NA,"ORSA","ORSA NDS 2019",NA,NA,NA,NA,NA,NA,16.3,16.3,16.2,0.730061349693251,0.734567901234568,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45365",NA,"Pass"
"FY26",105,"Adelanto ICE Processing Center","Desert View Annex","Adelanto","CA","ADLNTCA","10450 Rancho Road","92301","CDF","Male",410.7,NA,"Private Migrant Detention Center","LOS",53,324.7,49.7,29.6,6.7,43.2,367.6,0,0,10.2,19.2,36.4,345,158.6,480,"ODO","PBNDS 2011 - 2016 Revisions",NA,NA,NA,NA,NA,NA,410.7,410.8,410.8,0.894839337877313,0.839824732229795,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45715",NA,"Pass"
"FY26",106,"Diamondback Correctional Facility","Diamondback Correctional Facility","Watonga","OK",NA,"Route 2, Box 336","73772","DIGSA","Female/Male",64.5,NA,"Dedicated Migrant Detention Center","DAL",7.6,43.7,4.2,9.5,7.1,11.6,40.8,0.5,11.5,8.5,2.4,5,48.5,15.2,1200,"PREOCC","NDS 2025",NA,NA,NA,NA,NA,NA,64.5,64.4,64.4,0.812111801242236,0.753105590062112,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45945",NA,"Pass"
"FY26",366,"Dilley Immigration Processing Center","Dilley Immigration Processing Center","Dilley","TX","STFRCTX","300 El Rancho Way","78017","FAMILY","Female/Male",867.2,NA,"Family Detention Center","SNA",25.8,813.8,50.3,2.4,0.7,2,246,8.9,610.3,2.4,5.9,12.3,846.5,348,2400,"ODO","FRS",NA,NA,NA,NA,NA,NA,867.2,867.2,867.1,0.987430811808118,0.976242647906816,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45246",NA,"Pass"
"FY26",109,"Dodge County Jail","Dodge County Jail","Juneau","WI","DODGEWI","215 West Central Street","53039","USMS IGA","Female/Male",99.8,NA,"Jail/Prison","CHI",25.8,35.4,6.5,39.4,18.5,47.4,52.4,0,0,23.2,11.6,16.6,48.3,57.3,NA,"ODO","NDS 2019",NA,NA,NA,NA,NA,NA,99.8,99.8,99.7,0.525050100200401,0.484453360080241,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45750",NA,"Pass"
"FY26",110,"Dona Ana County Detention Center","Dona Ana County Detention Center","Las Cruces","NM","DONAANM","1850 Copper Loop","88004","USMS IGA","Female/Male",1,NA,"Jail/Prison","ELP",0.7,0,0,1,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scheduled FY27",NA,NA
"FY26",113,"Douglas County","Douglas County","Superior","WI","DOUGLWI","1409 Hammond Avenue","54880","USMS IGA","Female/Male",27.1,NA,"Jail/Prison","SPM",37.4,12.9,10.9,3.2,0.1,3.6,19.5,0.1,3.9,0.2,1.2,3.7,22,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1,27.1,27.1,0.863468634686347,0.811808118081181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY26",115,"East Hidalgo Detention Center","East Hidalgo Detention Center","La Villa","TX","EHDLGTX","1300 TX-107","78562","USMS IGA","Female/Male",3,NA,"Jail/Prison","HLG",3.3,0.5,0.8,1.3,0.4,2.9,0.1,0.1,0,2.1,0.7,0.2,0.1,3,NA,"ODO OASIP","NDS 2019",NA,NA,NA,NA,NA,NA,3,3.1,3.1,0.032258064516129,0.032258064516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45799",NA,"Pass"
"FY26",95,"Daviess County Detention","Daviess County Detention","Martinsburg","WV",NA,"94 Grapevine Rd","25401","IGSA","Female/Male",13.2,NA,"Jail/Prison","PHI",2.5,11,1.6,0.4,0.2,1.3,11.8,0,0.2,0.3,0.3,1,11.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,13.3,13.2,0.902255639097744,0.878787878787879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY26",117,"Eden Detention Center","Eden Detention Center","Eden","TX","EDNDCTX","702 E Broadway St","76837","USMS IGA","Male",476,NA,"Jail/Prison","DAL",29.4,402.5,65.4,6.6,1.5,50.8,425.2,0,0,10.5,16.8,35.6,413.1,247.7,NA,"ODO","NDS 2019",NA,NA,NA,NA,NA,NA,476,476,476,0.89327731092437,0.867857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45715",NA,"Pass"
"FY26",118,"El Paso County Detention Facility","El Paso County Detention Facility","El Paso","TX","EPCDFTX","601 E. Overland","79901","IGSA","Female/Male",2.4,NA,"Jail/Prison","ELP",0.2,2.4,0,0,0,0.1,2.4,0,0,0,0.1,0,2.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.5,2.5,0.96,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY26",119,"El Paso Service Processing Center","El Paso Service Processing Center","El Paso","TX","EPC","8915 Montana Ave.","79925","SPC","Female/Male",805,NA,"ICE Migrant Detention Center","ELP",46.1,412.3,144.6,153.8,94.3,191.9,393.3,49.4,170.3,110.5,60.5,95.1,538.8,335.4,450,"ODO","PBNDS 2011 - 2016 Revisions",NA,NA,NA,NA,NA,NA,805,804.9,804.9,0.700211206361039,0.669399925456578,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45701",NA,"Pass"
"FY26",120,"El Valle Detention Facility","El Valle Detention Facility","Raymondville","TX","ELVDFTX","1800 Industrial Drive","78580","DIGSA","Female/Male",940.8,NA,"Dedicated Migrant Detention Center","HLG",40.6,720.5,85.4,77.1,57.8,137.3,417.7,27.5,358.2,93.5,46.7,59.3,741.4,567,600,"ODO","PBNDS 2011 - 2016 Revisions",NA,NA,NA,NA,NA,NA,940.8,940.7,940.9,0.824811310726055,0.787968965883728,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45722",NA,"Pass"
"FY26",121,"Elizabeth Detention Center","Elizabeth Detention Center","Elizabeth","NJ","ELZICDF","625 Evans Street","07201","CDF","Female/Male",305.1,NA,"Private Migrant Detention Center","NEW",12.1,184.6,40.3,47,33.2,49.3,222.6,2.8,30.3,30.2,14.7,21.5,238.7,152.2,285,"ODO","PBNDS 2011 - 2016 Revisions",NA,NA,NA,NA,NA,NA,305.1,305,305.1,0.829180327868852,0.782366437233694,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45631",NA,"Pass"
"FY26",122,"Elmore County Jail","Elmore County Jail","Mountain Home","ID","ELMORID","2255 E. 8th North","83647","USMS IGA","Female/Male",9.5,NA,"Jail/Prison","SLC",4.2,4,3.2,1.6,0.7,2.5,6,0.1,0.8,1.1,1.5,2.4,4.5,3.3,NA,"ODO","FPBDS",NA,NA,NA,NA,NA,NA,9.5,9.4,9.5,0.723404255319149,0.473684210526316,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45889",NA,"Pass"
"FY26",123,"Eloy Detention Center","Eloy Detention Center","Eloy","AZ","EAZ","1705 East Hanna Rd.","85131","DIGSA","Female/Male",1331.6,NA,"Dedicated Migrant Detention Center","PHO",64.9,831.1,148.8,201.7,150,194.7,607.6,90.6,438.7,137,80.6,115.3,998.8,667.6,900,"ODO","PBNDS 2011 - 2016 Revisions",NA,NA,NA,NA,NA,NA,1331.6,1331.6,1331.7,0.785746470411535,0.750018772996921,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45596",NA,"Pass"
"FY26",124,"Erie County Jail","Erie County Jail","Erie","PA","ERICOPA","Department Of Corrections 1618 Ash Street","16503","USMS IGA","Male",15.4,NA,"Jail/Prison","PHI",10.2,9.9,4.6,0.5,0.4,2,13.4,0,0,0.4,1,1.6,12.4,7.2,NA,"ORSA","ORSA NDS 2019",NA,NA,NA,NA,NA,NA,15.4,15.4,15.4,0.87012987012987,0.805194805194805,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45371",NA,"Pass"
"FY26",108,"Camp East Montana","Camp East Montana","El Paso","TX","EROFCB","6920 Digital Rd","79936","CDF","Female/Male",2951.7,NA,"Private Migrant Detention Center","ELP",8.7,1939.3,420.8,390.7,200.9,523,2149.2,27,252.5,245.7,146.8,249.3,2309.8,1526.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2951.7,2951.7,2951.6,0.813666700545448,0.782558612278086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY26",127,"Etowah County Jail","Etowah County Jail","Gadsden","AL","ETOWAAL","827 Forrest Avenue","35901","USMS IGA","Male",73.7,NA,"Jail/Prison","NOL",3.9,46.9,11.6,10.5,4.7,13,49.2,1.5,9.9,6.2,5.8,8.4,53.4,39.5,NA,"PREOCC","NDS",NA,NA,NA,NA,NA,NA,73.7,73.6,73.8,0.802989130434782,0.723577235772358,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45693",NA,NA
"FY26",303,"Farmville Detention Center","Farmville Detention Center","Farmville","VA","FRMVLVA","508 Waterworks Road","23901","DIGSA","Male",713.9,NA,"Dedicated Migrant Detention Center","WAS",43.6,245.8,261.7,130.7,75.7,173.4,540.5,0,0,96.2,46.4,71.5,499.9,290.4,459,"ODO","PBNDS 2011 - 2016 Revisions",NA,NA,NA,NA,NA,NA,713.9,713.9,714,0.757108838772937,0.700140056022409,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45645",NA,"Pass"
"FY26",132,"Fayette County Detention Center","Fayette County Detention Center","Lexington","KY","FAYETKY","600 Old Frankford Cr","40510","USMS IGA","Female/Male",2.3,NA,"Jail/Prison","CHI",1.9,0.4,0.5,0.7,0.7,0.8,1.4,0,0.1,0.6,0.3,0.4,1,1.3,NA,"ODO","NDS 2019",NA,NA,NA,NA,NA,NA,2.3,2.3,2.3,0.652173913043478,0.434782608695652,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45547",NA,"Pass"
"FY26",129,"FCI Atlanta","FCI Atlanta","Atlanta","GA","BOPATL","601 Mcdonough Boulevard, SE","30315","BOP","Female/Male",106.9,NA,"Federal Prison","ATL",13.2,52.5,35.8,10.5,8.1,43.6,63.3,0,0,15,16.6,16,59.3,76.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.9,106.9,106.9,0.592142188961646,0.554724041159963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY26",130,"FDC Philadelphia","FDC Philadelphia","Philadelphia","PA","BOPPHL","700 Arch St.","19106","BOP","Female/Male",98.4,NA,"Federal Prison","PHI",6.4,69.7,19,5.4,4.3,8.2,90.2,0,0,4.5,2.1,4.6,87.3,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.4,98.4,98.5,0.916666666666667,0.886294416243655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY26",133,"Finney County Jail","Finney County Jail","Garden City","KS","FINNEKS","304 N. 9th Street","67846","IGSA","Female/Male",1.9,NA,"Jail/Prison","CHI",1.7,0.9,0.6,0.2,0.2,0.6,1.2,0,0.1,0.2,0.2,0.4,1.1,1.1,NA,"ORSA","ORSA NDS 2019",NA,NA,NA,NA,NA,NA,1.9,1.9,1.9,0.68421052631579,0.578947368421053,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scheduled FY26",NA,"Pass"
"FY26",134,"Florence Service Processing Center","Florence Service Processing Center","Florence","AZ","FLO","3250 North Pinal Parkway","85132","SPC","Female/Male",329.5,NA,"ICE Migrant Detention Center","PHO",8.9,253.6,65.3,5.4,5.2,53.1,266.2,0.7,9.5,11,12,53.8,252.8,175.4,392,"ODO","PBNDS 2011 - 2016 Revisions",NA,NA,NA,NA,NA,NA,329.5,329.5,329.6,0.836722306525038,0.766990291262136,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45701",NA,"Pass"
"FY26",135,"Florence Staging Facility","Florence Staging Facility","Florence","AZ","FSF","3250 North Pinal Parkway","85232","STAGING","Male",338.9,NA,"ICE Short-Term Migrant Detention Center","PHO",2.8,151.8,79.9,59.3,47.9,93.8,225.6,2.6,16.8,61.5,27.7,46.5,203.1,252.1,NA,"ODO","PBNDS 2011 - 2016 Revisions",NA,NA,NA,NA,NA,NA,338.9,338.8,338.8,0.715466351829988,0.599468713105077,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45456",NA,"Pass"
"FY26",136,"Florida Soft-Sided Facility","Florida Soft-Sided Facility","Ochopee","FL","FLDSSFS","54575 Tamiami Trl E","34141","STATE","Male",1341,NA,"State Migrant Detention Center","MIA",13.6,614.7,239.7,183.7,302.9,439.4,901.6,0,0,365.1,65.8,90.7,819.3,692.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1341,1341,1340.9,0.672334079045488,0.611007532254456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY26",137,"Floyd County Jail","Floyd County Jail","Rome","GA","FLOYDGA","2526 New Calhoun Hwy","30161","USMS IGA","Female/Male",1.1,NA,"Jail/Prison","ATL",2.4,0.4,0.7,0,0,0.2,0.8,0,0.1,0.1,0.1,0.2,0.8,0.6,NA,"ODO",NA,NA,NA,NA,NA,NA,NA,1.1,1.1,1.2,0.818181818181818,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scheduled FY26",NA,NA
"FY26",138,"Folkston Annex IPC","Folkston Annex IPC","Folkston","GA","FIPCAGA","3424 Hwy 252 East","31537","DIGSA","Male",276.5,NA,"Dedicated Migrant Detention Center","ATL",42.6,139.3,40.3,61.9,35,77.2,199.3,0,0,34.2,29,23.9,189.3,113,338,"ODO","PBNDS 2011 - 2016 Revisions",NA,NA,NA,NA,NA,NA,276.5,276.5,276.4,0.720795660036166,0.684876989869754,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45687",NA,"Pass"
"FY26",139,"Folkston ICE Processing Center","Folkston ICE Processing Center","Folkston","GA","FIPCDGA","3262 Highway 252","31537","DIGSA","Male",941.8,NA,"Dedicated Migrant Detention Center","ATL",29.3,619.4,164.5,103.3,54.6,147.3,794.5,0,0,45.7,46.1,94.1,755.9,359.4,1308,NA,NA,NA,NA,NA,NA,NA,NA,941.8,941.8,941.8,0.843597366744532,0.802612019537057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY26",225,"Folkston Main IPC","Folkston Main IPC","Folkston","GA","FIPCMGA","3026 Hwy 252 East","31537","DIGSA","Male",700.5,NA,"Dedicated Migrant Detention Center","ATL",34,336.7,166.3,137.5,60,191.1,509.3,0.1,0,73.7,68.2,87.4,471.2,302.8,544,"ODO","PBNDS 2011 - 2016 Revisions",NA,NA,NA,NA,NA,NA,700.5,700.5,700.5,0.727052105638829,0.67266238401142,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45687",NA,"Pass"
"FY26",143,"Franklin County Jail","Franklin County Jail","Chambersburg","PA","FRANKPA","625 Franklin Farm Ln","17201","USMS IGA",NA,1.2,NA,"Jail/Prison","PHI",1.8,0.5,0.4,0.2,0.1,0.1,0.9,0,0.1,0.1,0.1,0.2,0.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.1,1.2,0.909090909090909,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY26",145,"Freeborn County Adult Detention Center","Freeborn County Adult Detention Center","Albert Lea","MN","FREEBMN","411 South Broadway Avenue","56007","IGSA","Male",82.3,NA,"Jail/Prison","SPM",24.6,29.2,21.7,19,12.4,34.1,48.2,0,0,23.9,6.6,10.3,41.6,49,NA,"ODO","NDS 2019",NA,NA,NA,NA,NA,NA,82.3,82.3,82.4,0.585662211421628,0.504854368932039,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45722",NA,"Pass"
"FY26",146,"Fulton County Jail Indiana","Fulton County Jail Indiana","Rochester","IN",NA,"2006 Sweetgum Rd","46975","USMS IGA","Female/Male",5.2,NA,"Jail/Prison","CHI",3.9,2.9,0.5,1,0.8,1.7,3.2,0.1,0.3,0.7,0.5,0.9,3.2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,5.3,5.3,0.660377358490566,0.60377358490566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
